	player_id	date	jump_height_cm	peak_power_bm	training_load	soreness	energy	stress	acwr
1	WL_001	2024-09-01	41.91347885891182	63.5833756974224	281.2037280884873	2.403950683025824	1.5227525095137953	8.795585311974417	1.24
2	WL_001	2024-09-02	39.45634551466341	57.43877670666388	286.68090197068676	3.7381801866358395	5.72280788469014	4.887505167779041	0.96
3	WL_001	2024-09-03	38.59243954204159	59.957028125984145	308.4289297070436	4.297256589643226	5.104629857953324	8.066583652537123	0.88
4	WL_001	2024-09-04	45.73707784478603	60.19698519383712	259.2900825439996	6.467903667112945	2.5347171131856236	1.5854643368675156	1.55
5	WL_001	2024-09-05	39.41682440287283	58.13920487881849	386.8466053024314	4.961372443656412	2.0983441136030097	5.456592191001432	0.73
6	WL_001	2024-09-06	40.15920087504653	60.18233286796669	382.5044568707964	3.8053996848046987	5.680612190600297	5.920392514089517	0.87
7	WL_001	2024-09-07	42.09503494270126	59.52839097176823	267.6985004103839	2.763845761772307	1.4070456001948426	3.927972976869379	1.05
8	WL_001	2024-09-08	42.1655026163778	57.39986114320944	321.3506653387179	3.5284105871864266	5.884264748424236	2.2683180247728636	1.42
9	WL_001	2024-09-09	39.264257782098525	60.84931499472093	251.1044234247205	8.339152856093508	7.361716094628554	7.561064512368886	1.39
10	WL_001	2024-09-10	40.203770002501294	57.14385394324344	273.17381190502596	8.767930832880342	6.609683141448022	3.9780822236738427	0.76
11	WL_001	2024-09-11	38.40543183469838	55.42566625595631	395.9212356676128	6.738017242196918	8.98491468318694	5.249934326457543	0.81
12	WL_001	2024-09-12	42.564028850222016	61.40107251988615	362.25543951389926	7.938704619591049	5.444160367279517	5.704595464437946	1.08
13	WL_001	2024-09-13	40.79219591918678	58.11726407680072	312.87119621526534	5.577136220482325	9.168098265334837	3.2436300623398746	1.07
14	WL_001	2024-09-14	39.0395851253146	61.245419979512	265.3959819657586	3.6077630762239123	2.4509915852860398	9.367278871083158	1.43
15	WL_001	2024-09-15	42.448906018114585	60.000539457177375	410.7344153798229	2.6791305299743224	9.0330309864098	5.854080177240856	1.43
16	WL_001	2024-09-16	39.999524689821286	61.03366263652025	272.0103849055354	3.051416462877475	4.843970097636307	8.362132893302437	1.47
17	WL_001	2024-09-17	40.628328695995364	58.31052472807288	333.48220062975577	2.9989702942365724	2.0787883060031453	4.038536542632651	1.55
18	WL_001	2024-09-18	41.04797944289995	52.94734132861112	390.60379177903553	4.272666421413646	9.746038744488645	9.662025654479	0.93
19	WL_001	2024-09-19	36.780559352112355	58.93474450185067	306.9680988754935	1.3319825261907952	6.486079005819072	5.524111209059753	0.75
20	WL_001	2024-09-20	41.57360998157749	58.23720019398165	297.9123781333945	2.304053848821008	5.405074842498067	9.870854086995406	0.92
